==================================================
=== Log Session: 14.05.2025 3:03:20 ===
=== Unity Version: 6000.0.21f1 ===
03:03:22.187 [Log] LOAD ENTITY CMS/map/levels/1/level_rats
03:03:22.187 [Log] LOAD ENTITY CMS/map/levels/1/level_snails
03:03:22.187 [Log] LOAD ENTITY CMS/map/levels/1/level_totem_tutorial
03:03:22.187 [Log] LOAD ENTITY CMS/map/levels/1/level_wasp
03:03:22.187 [Log] LOAD ENTITY CMS/map/levels/2/level_bear_trap
03:03:22.187 [Log] LOAD ENTITY CMS/map/levels/2/level_corpseflower
03:03:22.187 [Log] LOAD ENTITY CMS/map/levels/2/level_e_wasps
03:03:22.187 [Log] LOAD ENTITY CMS/map/levels/2/level_gravemoss
03:03:22.187 [Log] LOAD ENTITY CMS/map/levels/2/level_spider
03:03:22.187 [Log] LOAD ENTITY CMS/map/levels/2/level_totem
03:03:22.187 [Log] LOAD ENTITY CMS/map/levels/3/level_e_hand
03:03:22.187 [Log] LOAD ENTITY CMS/map/levels/3/level_mole
03:03:22.187 [Log] LOAD ENTITY CMS/map/levels/3/level_mushroom
03:03:22.187 [Log] LOAD ENTITY CMS/map/levels/3/level_snails_rabid
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/3/level_spider
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/4/level_e_crab
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/4/level_mushrooms
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/4/level_pinocchio
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/4/level_wasps
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/5/level_e_centipede
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/5/level_earwig_wasp
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/5/level_gloombloom
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/5/level_scorpion
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/6/level_e_chestnut_man
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/6/level_e_rat_kling
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/6/level_witch_servants
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/7/level_e_grafted_doll
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/7/level_e_spider_boss
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/7/level_huntsman_spider_NOT_DONE
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/7/level_snail_big
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/7/level_turtle
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/boss/level_e_riding_hood
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/special/special_intro
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/text_events/event_animal_returns
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/text_events/event_bear_trap
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/text_events/event_campfire
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/text_events/event_dialogue_test
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/text_events/event_flower
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/text_events/event_rabbit_cannibal
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/text_events/event_raven
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/text_events/event_sacrifice_altar
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/text_events/event_shop
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/text_events/event_shop_dice
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/text_events/event_shop_question
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/text_events/event_spider_trap
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/text_events/event_treasure
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/text_events/event_treasure_tools
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/text_events/objects/flower_buff_energy
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/text_events/objects/mole_trader
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/text_events/objects/rabbit_cannibal
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/text_events/objects/rabbit_cannibal_friends
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/text_events/objects/raven_pick_to_buff
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/text_events/objects/rock
03:03:22.188 [Log] LOAD ENTITY CMS/map/levels/text_events/objects/sacrifice_altar
03:03:22.188 [Log] LOAD ENTITY CMS/map/map_preset1
03:03:22.188 [Log] LOAD ENTITY CMS/map/map_preset2
03:03:22.188 [Log] LOAD ENTITY CMS/map/map_preset3
03:03:22.188 [Log] LOAD ENTITY CMS/map/map_preset4
03:03:22.188 [Log] LOAD ENTITY CMS/map/map_preset5
03:03:22.188 [Log] LOAD ENTITY CMS/map/map_preset6
03:03:22.188 [Log] LOAD ENTITY CMS/marketing/mevent_feature_creature
03:03:22.188 [Log] LOAD ENTITY CMS/marketing/mevent_level_snails_4
03:03:22.188 [Log] LOAD ENTITY CMS/marketing/mevent_pick1creature
03:03:22.188 [Log] LOAD ENTITY CMS/quests/challenges/qc_no_cats
03:03:22.188 [Log] LOAD ENTITY CMS/relics/relic_basket_of_terror
03:03:22.188 [Log] LOAD ENTITY CMS/relics/relic_candle
03:03:22.188 [Log] LOAD ENTITY CMS/relics/relic_eyeball
03:03:22.188 [Log] LOAD ENTITY CMS/relics/relic_eyeball_gravemoss
03:03:22.188 [Log] LOAD ENTITY CMS/relics/relic_hand
03:03:22.188 [Log] LOAD ENTITY CMS/relics/relic_knife
03:03:22.188 [Log] LOAD ENTITY CMS/relics/relic_knife_wood
03:03:22.188 [Log] LOAD ENTITY CMS/relics/relic_mantle
03:03:22.188 [Log] LOAD ENTITY CMS/relics/relic_mask
03:03:22.188 [Log] LOAD ENTITY CMS/relics/relic_pouch
03:03:22.188 [Log] LOAD ENTITY CMS/relics/relic_shell
03:03:22.188 [Log] LOAD ENTITY CMS/relics/relic_strange_skull
03:03:22.188 [Log] LOAD ENTITY CMS/relics/relic_torch
03:03:22.188 [Log] LOAD ENTITY CMS/relics/relic_witch_hat
03:03:22.188 [Log] LOAD ENTITY CMS/run_setup
03:03:22.188 [Log] LOAD ENTITY CMS/ui_setup
03:03:22.188 [Log] LOAD ENTITY CMS/ux/tooltip_hint_random_animal
03:03:22.188 [Log] LOAD ENTITY CMS/ux/tooltip_hint_random_consumable
03:03:22.188 [Log] LOAD ENTITY CMS/ux/tooltip_hint_random_relic
03:03:22.622 [Log] Try loading the game
03:03:22.709 [Log] Save loaded
03:03:22.709 [Log] {"$type":"Savefile, Assembly-CSharp","runState":null,"isNewSave":false,"isJournalUpdated":false,"settings":{"$type":"SettingsData, Assembly-CSharp","gameSpeed":null,"volSfx":0.8,"volMusic":0.8,"isPostProc":true,"tutorialHint":true,"holdToSelect":true},"quests":{"$type":"QuestSystem, Assembly-CSharp","all":{"$type":"System.Collections.Generic.List`1[[QuestState, Assembly-CSharp]], mscorlib","$values":[]}},"contentDiscovery":{"$type":"ContentDiscovery, Assembly-CSharp","unlockedContent":{"$type":"System.Collections.Generic.List`1[[System.String, mscorlib]], mscorlib","$values":["CMS/lore/note_0"]}},"tutorial":{"$type":"TutorialData, Assembly-CSharp","hintHold":0,"hintClick":0,"tutorialIdleTime":15.0},"inventory":{"$type":"Inventory, Assembly-CSharp","items":{"$type":"System.Collections.Generic.List`1[[InventoryState, Assembly-CSharp]], mscorlib","$values":[]},"keys":0},"flags":{"$type":"System.Collections.Generic.HashSet`1[[System.String, mscorlib]], System.Core","$values":[]},"randomSeed":675369216}
03:03:22.709 [Log] init seed 675369216
03:03:22.718 [Log] Commit settings
03:03:22.721 [Log] Commit save
03:03:22.721 [Log] init quests
03:03:22.721 [Log] Initialized quest CMS/quests/challenges/qc_no_cats
03:03:22.722 [Log] Application.targetFrameRate = 100
03:03:22.853 [Log] stop all scene coroutines
=== Application Resumed: 14.05.2025 3:03:22 ===
03:03:23.389 [Log] FadeOut
03:03:23.485 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.485 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.490 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.490 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.490 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.506 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.513 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.523 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.529 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.546 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.554 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.575 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.589 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.595 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.595 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.595 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.595 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.602 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.602 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.609 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.623 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.637 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.649 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.665 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.673 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.673 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.673 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.680 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.686 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.693 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.735 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.742 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.742 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.749 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
03:03:23.756 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
