==================================================
=== Log Session: 14.05.2025 2:45:56 ===
=== Unity Version: 6000.0.21f1 ===
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/1/level_rats
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/1/level_snails
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/1/level_totem_tutorial
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/1/level_wasp
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/2/level_bear_trap
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/2/level_corpseflower
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/2/level_e_wasps
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/2/level_gravemoss
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/2/level_spider
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/2/level_totem
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/3/level_e_hand
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/3/level_mole
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/3/level_mushroom
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/3/level_snails_rabid
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/3/level_spider
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/4/level_e_crab
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/4/level_mushrooms
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/4/level_pinocchio
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/4/level_wasps
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/5/level_e_centipede
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/5/level_earwig_wasp
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/5/level_gloombloom
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/5/level_scorpion
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/6/level_e_chestnut_man
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/6/level_e_rat_kling
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/6/level_witch_servants
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/7/level_e_grafted_doll
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/7/level_e_spider_boss
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/7/level_huntsman_spider_NOT_DONE
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/7/level_snail_big
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/7/level_turtle
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/boss/level_e_riding_hood
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/special/special_intro
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/text_events/event_animal_returns
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/text_events/event_bear_trap
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/text_events/event_campfire
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/text_events/event_dialogue_test
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/text_events/event_flower
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/text_events/event_rabbit_cannibal
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/text_events/event_raven
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/text_events/event_sacrifice_altar
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/text_events/event_shop
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/text_events/event_shop_dice
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/text_events/event_shop_question
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/text_events/event_spider_trap
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/text_events/event_treasure
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/text_events/event_treasure_tools
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/text_events/objects/flower_buff_energy
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/text_events/objects/mole_trader
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/text_events/objects/rabbit_cannibal
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/text_events/objects/rabbit_cannibal_friends
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/text_events/objects/raven_pick_to_buff
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/text_events/objects/rock
02:45:57.372 [Log] LOAD ENTITY CMS/map/levels/text_events/objects/sacrifice_altar
02:45:57.372 [Log] LOAD ENTITY CMS/map/map_preset1
02:45:57.372 [Log] LOAD ENTITY CMS/map/map_preset2
02:45:57.372 [Log] LOAD ENTITY CMS/map/map_preset3
02:45:57.372 [Log] LOAD ENTITY CMS/map/map_preset4
02:45:57.372 [Log] LOAD ENTITY CMS/map/map_preset5
02:45:57.372 [Log] LOAD ENTITY CMS/map/map_preset6
02:45:57.372 [Log] LOAD ENTITY CMS/marketing/mevent_feature_creature
02:45:57.372 [Log] LOAD ENTITY CMS/marketing/mevent_level_snails_4
02:45:57.372 [Log] LOAD ENTITY CMS/marketing/mevent_pick1creature
02:45:57.372 [Log] LOAD ENTITY CMS/quests/challenges/qc_no_cats
02:45:57.372 [Log] LOAD ENTITY CMS/relics/relic_basket_of_terror
02:45:57.372 [Log] LOAD ENTITY CMS/relics/relic_candle
02:45:57.372 [Log] LOAD ENTITY CMS/relics/relic_eyeball
02:45:57.372 [Log] LOAD ENTITY CMS/relics/relic_eyeball_gravemoss
02:45:57.372 [Log] LOAD ENTITY CMS/relics/relic_hand
02:45:57.372 [Log] LOAD ENTITY CMS/relics/relic_knife
02:45:57.372 [Log] LOAD ENTITY CMS/relics/relic_knife_wood
02:45:57.372 [Log] LOAD ENTITY CMS/relics/relic_mantle
02:45:57.372 [Log] LOAD ENTITY CMS/relics/relic_mask
02:45:57.372 [Log] LOAD ENTITY CMS/relics/relic_pouch
02:45:57.372 [Log] LOAD ENTITY CMS/relics/relic_shell
02:45:57.372 [Log] LOAD ENTITY CMS/relics/relic_strange_skull
02:45:57.372 [Log] LOAD ENTITY CMS/relics/relic_torch
02:45:57.372 [Log] LOAD ENTITY CMS/relics/relic_witch_hat
02:45:57.372 [Log] LOAD ENTITY CMS/run_setup
02:45:57.372 [Log] LOAD ENTITY CMS/ui_setup
02:45:57.372 [Log] LOAD ENTITY CMS/ux/tooltip_hint_random_animal
02:45:57.372 [Log] LOAD ENTITY CMS/ux/tooltip_hint_random_consumable
02:45:57.372 [Log] LOAD ENTITY CMS/ux/tooltip_hint_random_relic
02:45:57.781 [Log] Try loading the game
02:45:57.781 [Log] No save found
02:45:57.782 [Log] init seed 675369216
02:45:57.910 [Log] Commit settings
02:45:57.923 [Log] Commit save
02:45:57.923 [Log] init quests
02:45:57.923 [Log] Initialized quest CMS/quests/challenges/qc_no_cats
02:45:57.923 [Log] Application.targetFrameRate = 100
02:45:57.969 [Log] stop all scene coroutines
=== Application Resumed: 14.05.2025 2:45:57 ===
02:45:58.511 [Log] FadeOut
02:45:58.615 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.615 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.645 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.645 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.645 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.645 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.645 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.645 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.654 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.667 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.681 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.702 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.716 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.723 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.723 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.723 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.723 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.729 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.729 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.737 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.750 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.764 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.781 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.798 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.805 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.805 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.805 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.813 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.814 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.820 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.855 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.862 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.862 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.869 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.876 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.883 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.905 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.905 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.913 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
02:45:58.920 [Warning] <color=#0099bc><b>DOTWEEN ► </b></color>Tween startup failed (NULL target/property - Void ThrowNullReferenceException(System.Object)): the tween will now be killed ► Object reference not set to an instance of an object.
